season,team,conference,statName,statValue
2019,Texas A&M,SEC,fourthDowns,11
2019,Florida International,Conference USA,puntReturnYards,205
2019,Oregon State,Pac-12,tacklesForLoss,105
2019,Army,FBS Independents,fumblesLost,11
2019,Florida International,Conference USA,puntReturns,13
2019,South Carolina,SEC,thirdDowns,186
2019,Air Force,Mountain West,rushingTDs,41
2019,Washington State,Pac-12,passAttempts,710
2019,UCLA,Pac-12,penalties,81
2019,Ball State,Mid-American,rushingTDs,27
2019,Army,FBS Independents,possessionTime,25472
2019,Baylor,Big 12,interceptionYards,250
2019,Appalachian State,Sun Belt,puntReturns,24
2019,Georgia,SEC,rushingYards,2591
2019,UMass,FBS Independents,puntReturnYards,113
2019,Purdue,Big Ten,passingTDs,29
2019,Buffalo,Mid-American,passingTDs,14
2019,Arizona,Pac-12,passingTDs,23
2019,Iowa,Big Ten,thirdDownConversions,78
2019,Temple,American Athletic,totalYards,5096
2019,Minnesota,Big Ten,totalYards,5616
2019,East Carolina,American Athletic,sacks,32
2019,Old Dominion,Conference USA,rushingTDs,16
2019,Virginia,ACC,rushingAttempts,442
2019,Michigan,Big Ten,thirdDownConversions,68
2019,Memphis,American Athletic,fourthDownConversions,14
2019,Temple,American Athletic,passCompletions,282
2019,Florida Atlantic,Conference USA,fumblesLost,4
2019,Kentucky,SEC,fumblesRecovered,16
2019,Minnesota,Big Ten,kickReturnTDs,0
2019,Appalachian State,Sun Belt,turnovers,9
2019,UTEP,Conference USA,penaltyYards,738
2019,Southern Mississippi,Conference USA,tacklesForLoss,111
2019,Purdue,Big Ten,puntReturnTDs,0
2019,Florida International,Conference USA,turnovers,14
2019,Southern Mississippi,Conference USA,thirdDownConversions,68
2019,Connecticut,American Athletic,turnovers,22
2019,Arkansas State,Sun Belt,possessionTime,21572
2019,Temple,American Athletic,passingTDs,25
2019,Syracuse,ACC,passesIntercepted,13
2019,East Carolina,American Athletic,kickReturnTDs,1
2019,North Texas,Conference USA,rushingYards,1626
2019,Troy,Sun Belt,rushingAttempts,402
2019,UCLA,Pac-12,firstDowns,269
2019,Akron,Mid-American,penaltyYards,628
2019,LSU,SEC,fourthDowns,10
2019,Louisiana Monroe,Sun Belt,rushingYards,2490
2019,Ohio,Mid-American,kickReturnTDs,0
2019,UNLV,Mountain West,kickReturnYards,454
2019,Army,FBS Independents,kickReturnYards,285
2019,Ole Miss,SEC,kickReturns,25
2019,Southern Mississippi,Conference USA,passCompletions,291
2019,Eastern Michigan,Mid-American,passesIntercepted,11
2019,Utah,Pac-12,rushingAttempts,591
2019,Arizona State,Pac-12,fumblesRecovered,25
2019,Miami,ACC,passingTDs,27
2019,Charlotte,Conference USA,penalties,68
2019,Miami (OH),Mid-American,fumblesLost,8
2019,Charlotte,Conference USA,tacklesForLoss,107
2019,Arizona State,Pac-12,kickReturns,23
2019,Texas,Big 12,penaltyYards,890
2019,Iowa State,Big 12,possessionTime,23715
2019,Eastern Michigan,Mid-American,interceptions,12
2019,Washington,Pac-12,puntReturnTDs,1
2019,Ohio,Mid-American,thirdDowns,168
2019,Wake Forest,ACC,thirdDownConversions,108
2019,Western Michigan,Mid-American,passCompletions,246
2019,Louisiana,Sun Belt,rushingAttempts,574
2019,Georgia,SEC,kickReturnYards,268
2019,Arizona,Pac-12,fourthDowns,20
2019,Western Michigan,Mid-American,puntReturns,15
2019,California,Pac-12,rushingAttempts,475
2019,North Carolina,ACC,thirdDownConversions,79
2019,Air Force,Mountain West,rushingYards,3881
2019,California,Pac-12,interceptionYards,65
2019,Georgia Southern,Sun Belt,thirdDownConversions,51
2019,San José State,Mountain West,puntReturnTDs,0
2019,Connecticut,American Athletic,kickReturnYards,790
2019,Georgia,SEC,rushingTDs,21
2019,Auburn,SEC,kickReturnYards,451
2019,Kansas State,Big 12,rushingAttempts,538
2019,Arkansas State,Sun Belt,turnovers,22
2019,UT San Antonio,Conference USA,thirdDownConversions,65
2019,Memphis,American Athletic,netPassingYards,4177
2019,Texas,Big 12,passesIntercepted,12
2019,Texas A&M,SEC,fumblesRecovered,8
2019,Florida Atlantic,Conference USA,interceptionTDs,0
2019,Liberty,FBS Independents,fourthDowns,16
2019,Michigan State,Big Ten,fumblesLost,9
2019,East Carolina,American Athletic,rushingAttempts,449
2019,West Virginia,Big 12,penaltyYards,586
2019,Miami (OH),Mid-American,interceptions,10
2019,Florida Atlantic,Conference USA,passCompletions,314
2019,Arizona State,Pac-12,firstDowns,233
2019,LSU,SEC,puntReturnYards,252
2019,Nevada,Mountain West,firstDowns,250
2019,Miami (OH),Mid-American,puntReturns,23
2019,UAB,Conference USA,penalties,101
2019,Virginia Tech,ACC,interceptions,8
2019,Central Michigan,Mid-American,passesIntercepted,10
2019,Southern Mississippi,Conference USA,interceptionTDs,1
2019,UAB,Conference USA,interceptionYards,87
2019,Indiana,Big Ten,kickReturns,37
2019,LSU,SEC,kickReturnTDs,0
2019,Appalachian State,Sun Belt,puntReturnTDs,1
2019,California,Pac-12,thirdDownConversions,66
2019,Toledo,Mid-American,interceptionTDs,0
2019,Miami (OH),Mid-American,rushingTDs,22
2019,Miami,ACC,kickReturns,25
2019,Alabama,SEC,rushingAttempts,436
2019,Cincinnati,American Athletic,possessionTime,26673
2019,LSU,SEC,interceptionYards,87
2019,Nebraska,Big Ten,rushingAttempts,544
2019,Vanderbilt,SEC,fourthDowns,21
2019,Pittsburgh,ACC,games,13
2019,Louisville,ACC,netPassingYards,3048
2019,Tennessee,SEC,turnovers,20
2019,Arkansas State,Sun Belt,passesIntercepted,12
2019,Georgia,SEC,kickReturnTDs,0
2019,Michigan State,Big Ten,interceptions,15
2019,Arizona,Pac-12,passesIntercepted,11
2019,Boise State,Mountain West,puntReturnTDs,2
2019,Baylor,Big 12,rushingAttempts,504
2019,Charlotte,Conference USA,games,13
2019,Bowling Green,Mid-American,penalties,84
2019,UCF,American Athletic,kickReturns,22
2019,Oregon,Pac-12,passesIntercepted,20
2019,Nebraska,Big Ten,fumblesLost,11
2019,Old Dominion,Conference USA,sacks,23
2019,Marshall,Conference USA,passesIntercepted,10
2019,Appalachian State,Sun Belt,fumblesRecovered,15
2019,Old Dominion,Conference USA,kickReturnYards,700
2019,Texas State,Sun Belt,firstDowns,203
2019,Florida International,Conference USA,fumblesLost,8
2019,Army,FBS Independents,sacks,21
2019,Michigan,Big Ten,fourthDownConversions,12
2019,Utah State,Mountain West,passesIntercepted,11
2019,Pittsburgh,ACC,tacklesForLoss,124
2019,Vanderbilt,SEC,kickReturnYards,423
2019,Middle Tennessee,Conference USA,sacks,15
2019,Navy,American Athletic,fourthDowns,34
2019,Virginia,ACC,rushingYards,1697
2019,Duke,ACC,penalties,63
2019,Texas State,Sun Belt,thirdDownConversions,58
2019,Vanderbilt,SEC,sacks,25
2019,Marshall,Conference USA,tacklesForLoss,65
2019,Utah,Pac-12,kickReturns,11
2019,UTEP,Conference USA,interceptions,8
2019,Connecticut,American Athletic,interceptionTDs,1
2019,Duke,ACC,penaltyYards,544
2019,Florida State,ACC,netPassingYards,3479
2019,Army,FBS Independents,puntReturnYards,37
2019,Kansas State,Big 12,thirdDowns,174
2019,UMass,FBS Independents,thirdDowns,192
2019,Stanford,Pac-12,interceptionTDs,0
2019,Nevada,Mountain West,passingTDs,14
2019,Rice,Conference USA,puntReturnTDs,0
2019,South Florida,American Athletic,puntReturnYards,125
2019,Wake Forest,ACC,rushingAttempts,586
2019,Michigan State,Big Ten,kickReturnTDs,0
2019,Louisville,ACC,fumblesLost,10
2019,Pittsburgh,ACC,thirdDowns,211
2019,North Carolina,ACC,kickReturnYards,518
2019,Kansas State,Big 12,sacks,26
2019,Syracuse,ACC,kickReturnTDs,0
2019,Rutgers,Big Ten,rushingYards,1605
2019,Coastal Carolina,Sun Belt,puntReturnYards,183
2019,UCF,American Athletic,interceptionTDs,2
2019,Florida,SEC,fumblesRecovered,13
2019,Mississippi State,SEC,rushingYards,2868
2019,Cincinnati,American Athletic,kickReturnTDs,0
2019,Washington,Pac-12,possessionTime,23490
2019,Missouri,SEC,passingTDs,17
2019,Charlotte,Conference USA,fourthDownConversions,13
2019,Charlotte,Conference USA,sacks,50
2019,Syracuse,ACC,sacks,32
2019,Charlotte,Conference USA,puntReturnTDs,1
2019,East Carolina,American Athletic,fumblesRecovered,12
2019,San Diego State,Mountain West,fourthDownConversions,13
2019,Louisiana Tech,Conference USA,kickReturnTDs,1
2019,Florida State,ACC,fumblesLost,8
2019,Charlotte,Conference USA,turnovers,19
2019,UTEP,Conference USA,thirdDowns,162
2019,Alabama,SEC,netPassingYards,4449
2019,Akron,Mid-American,puntReturns,12
2019,Florida Atlantic,Conference USA,netPassingYards,3922
2019,Florida State,ACC,interceptionYards,94
2019,South Florida,American Athletic,kickReturnTDs,0
2019,Ball State,Mid-American,rushingYards,2633
2019,Ohio State,Big Ten,fourthDownConversions,8
2019,Rice,Conference USA,fourthDownConversions,8
2019,New Mexico,Mountain West,puntReturns,24
2019,Connecticut,American Athletic,passingTDs,14
2019,TCU,Big 12,passingTDs,15
2019,SMU,American Athletic,rushingAttempts,534
2019,Tennessee,SEC,thirdDowns,176
2019,Missouri,SEC,passCompletions,226
2019,California,Pac-12,possessionTime,22639
2019,Oregon,Pac-12,firstDowns,319
2019,UTEP,Conference USA,fumblesRecovered,8
2019,Temple,American Athletic,puntReturnTDs,0
2019,Nebraska,Big Ten,penaltyYards,518
2019,Ball State,Mid-American,turnovers,16
2019,UCF,American Athletic,interceptions,8
2019,Illinois,Big Ten,rushingAttempts,484
2019,Tulsa,American Athletic,games,12
2019,Ball State,Mid-American,fumblesRecovered,16
2019,TCU,Big 12,netPassingYards,2444
2019,North Texas,Conference USA,games,12
2019,Appalachian State,Sun Belt,rushingTDs,35
2019,Washington,Pac-12,firstDowns,264
2019,UCF,American Athletic,tacklesForLoss,142
2019,Liberty,FBS Independents,passesIntercepted,12
2019,Rutgers,Big Ten,thirdDowns,178
2019,Purdue,Big Ten,puntReturns,12
2019,Northern Illinois,Mid-American,puntReturnTDs,1
2019,Indiana,Big Ten,thirdDowns,178
2019,Rutgers,Big Ten,puntReturnYards,35
2019,Missouri,SEC,thirdDowns,181
2019,Penn State,Big Ten,turnovers,14
2019,Liberty,FBS Independents,sacks,45
2019,Middle Tennessee,Conference USA,rushingTDs,18
2019,UCF,American Athletic,passesIntercepted,13
2019,Air Force,Mountain West,puntReturnTDs,0
2019,Liberty,FBS Independents,rushingYards,1956
2019,Kentucky,SEC,passesIntercepted,8
2019,Southern Mississippi,Conference USA,firstDowns,246
2019,Missouri,SEC,kickReturnTDs,0
2019,Ohio,Mid-American,possessionTime,24780
2019,UT San Antonio,Conference USA,interceptionYards,91
2019,UCLA,Pac-12,passingTDs,22
2019,UNLV,Mountain West,penaltyYards,536
2019,New Mexico State,FBS Independents,sacks,19
2019,Louisville,ACC,kickReturnTDs,1
2019,Stanford,Pac-12,fourthDowns,14
2019,Michigan,Big Ten,penaltyYards,649
2019,Michigan,Big Ten,rushingAttempts,495
2019,Southern Mississippi,Conference USA,puntReturns,17
2019,Oklahoma,Big 12,fourthDowns,12
2019,Texas Tech,Big 12,passAttempts,531
2019,South Alabama,Sun Belt,penaltyYards,541
2019,Ohio State,Big Ten,rushingYards,3735
2019,Nebraska,Big Ten,thirdDowns,187
2019,Penn State,Big Ten,rushingAttempts,516
2019,Oklahoma,Big 12,tacklesForLoss,139
2019,Tulsa,American Athletic,sacks,17
2019,TCU,Big 12,firstDowns,257
2019,New Mexico,Mountain West,turnovers,26
2019,Nevada,Mountain West,fourthDownConversions,14
2019,Cincinnati,American Athletic,games,14
2019,Southern Mississippi,Conference USA,kickReturnYards,779
2019,Southern Mississippi,Conference USA,passingTDs,20
2019,Fresno State,Mountain West,turnovers,18
2019,Tulsa,American Athletic,puntReturnTDs,0
2019,Nebraska,Big Ten,turnovers,20
2019,Appalachian State,Sun Belt,firstDowns,294
2019,Northwestern,Big Ten,passAttempts,311
2019,Kentucky,SEC,fumblesLost,12
2019,Houston,American Athletic,sacks,21
2019,Kentucky,SEC,totalYards,5102
2019,Middle Tennessee,Conference USA,penaltyYards,511
2019,Penn State,Big Ten,fourthDownConversions,11
2019,Wisconsin,Big Ten,puntReturnYards,259
2019,UTEP,Conference USA,sacks,12
2019,California,Pac-12,totalYards,4271
2019,Arizona State,Pac-12,puntReturnYards,247
2019,North Texas,Conference USA,puntReturnYards,160
2019,USC,Pac-12,passAttempts,514
2019,Stanford,Pac-12,passAttempts,442
2019,Old Dominion,Conference USA,interceptions,12
2019,Army,FBS Independents,interceptionYards,155
2019,Coastal Carolina,Sun Belt,sacks,27
2019,Cincinnati,American Athletic,passingTDs,19
2019,North Texas,Conference USA,interceptions,12
2019,Bowling Green,Mid-American,rushingAttempts,502
2019,Ohio State,Big Ten,passAttempts,406
2019,Vanderbilt,SEC,puntReturnYards,158
2019,Eastern Michigan,Mid-American,thirdDowns,169
2019,Memphis,American Athletic,rushingYards,2614
2019,Utah State,Mountain West,fumblesLost,8
2019,Clemson,ACC,interceptions,10
2019,Vanderbilt,SEC,games,12
2019,Hawai'i,Mountain West,possessionTime,28108
2019,Hawai'i,Mountain West,fourthDowns,33
2019,BYU,FBS Independents,kickReturns,23
2019,Arizona,Pac-12,fourthDownConversions,13
2019,Duke,ACC,thirdDowns,195
2019,Iowa State,Big 12,thirdDownConversions,64
2019,Texas Tech,Big 12,sacks,35
2019,South Carolina,SEC,passingTDs,12
2019,Fresno State,Mountain West,interceptions,11
2019,UCLA,Pac-12,interceptionTDs,0
2019,New Mexico,Mountain West,interceptionTDs,1
2019,Southern Mississippi,Conference USA,penaltyYards,716
2019,Army,FBS Independents,thirdDownConversions,76
2019,Wisconsin,Big Ten,netPassingYards,2802
2019,Kansas,Big 12,fourthDownConversions,7
2019,Ohio,Mid-American,passCompletions,203
2019,Baylor,Big 12,passAttempts,444
2019,USC,Pac-12,thirdDownConversions,77
2019,Northern Illinois,Mid-American,firstDowns,207
2019,Louisville,ACC,turnovers,19
2019,Western Michigan,Mid-American,passesIntercepted,13
2019,Boston College,ACC,penalties,67
2019,Eastern Michigan,Mid-American,passAttempts,465
2019,Minnesota,Big Ten,games,13
2019,South Carolina,SEC,passCompletions,268
2019,Georgia Tech,ACC,interceptionTDs,0
2019,Arizona State,Pac-12,thirdDowns,187
2019,UNLV,Mountain West,fourthDowns,33
2019,Arizona State,Pac-12,interceptionYards,113
2019,TCU,Big 12,possessionTime,23704
2019,Colorado,Pac-12,puntReturnTDs,0
2019,Vanderbilt,SEC,netPassingYards,2064
2019,Stanford,Pac-12,passCompletions,274
2019,Penn State,Big Ten,passesIntercepted,10
2019,Bowling Green,Mid-American,interceptions,15
2019,Texas State,Sun Belt,penaltyYards,617
2019,Wyoming,Mountain West,fourthDownConversions,6
2019,Toledo,Mid-American,puntReturns,20
2019,UTEP,Conference USA,games,12
2019,Michigan State,Big Ten,passAttempts,464
2019,Florida,SEC,tacklesForLoss,108
2019,Fresno State,Mountain West,fumblesRecovered,19
2019,Memphis,American Athletic,thirdDowns,194
2019,Georgia,SEC,fumblesRecovered,9
2019,Coastal Carolina,Sun Belt,interceptionYards,127
2019,Western Kentucky,Conference USA,sacks,29
2019,Boston College,ACC,fumblesLost,6
2019,Ohio State,Big Ten,kickReturnYards,283
2019,Northwestern,Big Ten,penaltyYards,582
2019,Alabama,SEC,interceptions,6
2019,SMU,American Athletic,fumblesRecovered,20
2019,North Texas,Conference USA,puntReturnTDs,1
2019,Virginia,ACC,passesIntercepted,12
2019,Northern Illinois,Mid-American,penaltyYards,534
2019,Western Kentucky,Conference USA,games,13
2019,Florida International,Conference USA,rushingAttempts,487
2019,UT San Antonio,Conference USA,thirdDowns,181
2019,West Virginia,Big 12,fourthDownConversions,10
2019,Alabama,SEC,passesIntercepted,17
2019,Hawai'i,Mountain West,kickReturnYards,1092
2019,Texas Tech,Big 12,passCompletions,342
2019,UMass,FBS Independents,kickReturns,75
2019,Arizona State,Pac-12,puntReturns,19
2019,South Alabama,Sun Belt,puntReturnYards,41
2019,Miami (OH),Mid-American,sacks,49
2019,Memphis,American Athletic,passAttempts,441
2019,Texas,Big 12,penalties,95
2019,Ole Miss,SEC,games,12
2019,Central Michigan,Mid-American,rushingAttempts,473
2019,UAB,Conference USA,turnovers,28
2019,Georgia,SEC,rushingAttempts,525
2019,Pittsburgh,ACC,fumblesRecovered,8
2019,Florida International,Conference USA,kickReturns,35
2019,Georgia,SEC,turnovers,13
2019,Rice,Conference USA,thirdDownConversions,66
2019,Boise State,Mountain West,passCompletions,287
2019,San Diego State,Mountain West,firstDowns,259
2019,Oregon State,Pac-12,kickReturnYards,713
2019,Nebraska,Big Ten,games,12
2019,Mississippi State,SEC,netPassingYards,2333
2019,Georgia State,Sun Belt,totalYards,5718
2019,TCU,Big 12,fourthDowns,11
2019,Florida State,ACC,fourthDowns,19
2019,UMass,FBS Independents,fourthDownConversions,11
2019,New Mexico,Mountain West,thirdDownConversions,62
2019,Colorado,Pac-12,interceptionTDs,0
2019,Cincinnati,American Athletic,thirdDownConversions,92
2019,Fresno State,Mountain West,puntReturnTDs,0
2019,Northwestern,Big Ten,rushingYards,2160
2019,Tennessee,SEC,passesIntercepted,15
2019,Western Kentucky,Conference USA,puntReturns,16
2019,Miami,ACC,kickReturnYards,511
2019,Texas,Big 12,kickReturnTDs,1
2019,East Carolina,American Athletic,games,12
2019,Indiana,Big Ten,thirdDownConversions,83
2019,Texas State,Sun Belt,puntReturns,15
2019,Oregon,Pac-12,kickReturnYards,762
2019,Northern Illinois,Mid-American,kickReturnTDs,0
2019,Miami,ACC,games,13
2019,Oklahoma State,Big 12,rushingTDs,27
2019,UCF,American Athletic,penaltyYards,959
2019,Connecticut,American Athletic,passAttempts,382
2019,Arkansas State,Sun Belt,puntReturnTDs,0
2019,Western Michigan,Mid-American,rushingYards,2666
2019,Oregon,Pac-12,thirdDownConversions,74
2019,Texas A&M,SEC,interceptions,10
2019,Tennessee,SEC,puntReturnYards,235
2019,Florida Atlantic,Conference USA,interceptions,8
2019,Colorado State,Mountain West,thirdDownConversions,67
2019,Miami (OH),Mid-American,turnovers,18
2019,Western Michigan,Mid-American,kickReturnTDs,0
2019,Texas State,Sun Belt,passesIntercepted,7
2019,Kansas State,Big 12,puntReturnTDs,1
2019,Liberty,FBS Independents,puntReturnTDs,0
2019,Mississippi State,SEC,fumblesRecovered,18
2019,Iowa,Big Ten,kickReturns,23
2019,Alabama,SEC,fumblesRecovered,17
2019,Kentucky,SEC,firstDowns,252
2019,NC State,ACC,passesIntercepted,4
2019,Arizona,Pac-12,tacklesForLoss,79
2019,Northern Illinois,Mid-American,tacklesForLoss,87
2019,TCU,Big 12,rushingAttempts,510
2019,Florida State,ACC,kickReturns,21
2019,BYU,FBS Independents,rushingAttempts,465
2019,Florida,SEC,puntReturnTDs,0
2019,Texas A&M,SEC,penalties,87
2019,Tulane,American Athletic,firstDowns,299
2019,Boise State,Mountain West,firstDowns,316
2019,Cincinnati,American Athletic,rushingYards,2937
2019,Central Michigan,Mid-American,tacklesForLoss,137
2019,Temple,American Athletic,games,13
2019,Vanderbilt,SEC,penaltyYards,649
2019,Tulane,American Athletic,fourthDowns,34
2019,Western Kentucky,Conference USA,kickReturnTDs,0
2019,Navy,American Athletic,penaltyYards,459
2019,Western Michigan,Mid-American,totalYards,5794
2019,Kentucky,SEC,puntReturnYards,143
2019,San Diego State,Mountain West,possessionTime,26459
2019,Memphis,American Athletic,games,14
2019,UNLV,Mountain West,kickReturns,27
2019,Indiana,Big Ten,netPassingYards,3931
2019,Louisiana Monroe,Sun Belt,fourthDownConversions,16
2019,Kansas State,Big 12,kickReturns,34
2019,Miami,ACC,fourthDowns,25
2019,Central Michigan,Mid-American,penalties,113
2019,Texas A&M,SEC,sacks,36
2019,BYU,FBS Independents,passCompletions,296
2019,Kent State,Mid-American,interceptionTDs,0
2019,Arkansas,SEC,kickReturns,42
2019,Kentucky,SEC,thirdDownConversions,63
2019,Stanford,Pac-12,rushingYards,1286
2019,Kansas State,Big 12,fourthDownConversions,9
2019,Old Dominion,Conference USA,firstDowns,203
2019,Colorado,Pac-12,netPassingYards,2858
2019,Tennessee,SEC,penaltyYards,683
2019,Washington State,Pac-12,rushingAttempts,210
2019,South Florida,American Athletic,fourthDowns,17
2019,California,Pac-12,passCompletions,204
2019,Connecticut,American Athletic,kickReturns,43
2019,UCLA,Pac-12,fourthDownConversions,13
2019,Houston,American Athletic,kickReturnYards,564
2019,Arkansas State,Sun Belt,passAttempts,469
2019,Kent State,Mid-American,passesIntercepted,7
2019,Syracuse,ACC,interceptionYards,163
2019,Virginia Tech,ACC,rushingTDs,22
2019,UT San Antonio,Conference USA,netPassingYards,2189
2019,Tulane,American Athletic,fourthDownConversions,20
2019,San José State,Mountain West,passesIntercepted,16
2019,Kent State,Mid-American,thirdDowns,196
2019,Indiana,Big Ten,interceptionYards,159
2019,Arizona,Pac-12,interceptionYards,129
2019,Washington,Pac-12,kickReturns,21
2019,Toledo,Mid-American,totalYards,5204
2019,Arkansas State,Sun Belt,puntReturnYards,228
2019,Navy,American Athletic,possessionTime,26104
2019,Clemson,ACC,sacks,72
2019,Texas State,Sun Belt,passCompletions,278
2019,Miami (OH),Mid-American,penalties,80
2019,Baylor,Big 12,penalties,89
2019,Hawai'i,Mountain West,puntReturns,22
2019,Texas A&M,SEC,thirdDowns,160
2019,Florida International,Conference USA,passCompletions,223
2019,Colorado State,Mountain West,interceptionYards,105
2019,Kent State,Mid-American,fumblesRecovered,16
2019,South Florida,American Athletic,rushingAttempts,445
2019,Florida Atlantic,Conference USA,sacks,47
2019,Illinois,Big Ten,firstDowns,223
2019,Louisiana Tech,Conference USA,penaltyYards,611
2019,UCF,American Athletic,thirdDownConversions,81
2019,Air Force,Mountain West,interceptions,6
2019,New Mexico,Mountain West,interceptions,15
2019,Troy,Sun Belt,fourthDownConversions,13
2019,Rutgers,Big Ten,fumblesRecovered,4
2019,Pittsburgh,ACC,fumblesLost,12
2019,Army,FBS Independents,tacklesForLoss,73
2019,Ohio,Mid-American,rushingTDs,36
2019,Oklahoma State,Big 12,netPassingYards,2916
2019,BYU,FBS Independents,thirdDowns,186
2019,Kansas,Big 12,fumblesLost,6
2019,Purdue,Big Ten,sacks,34
2019,Arizona State,Pac-12,penaltyYards,818
2019,Mississippi State,SEC,fourthDowns,18
2019,West Virginia,Big 12,kickReturnYards,656
2019,Miami (OH),Mid-American,totalYards,4328
2019,Appalachian State,Sun Belt,passesIntercepted,14
2019,Baylor,Big 12,puntReturnTDs,1
2019,San Diego State,Mountain West,kickReturns,23
2019,Hawai'i,Mountain West,fumblesLost,13
2019,Marshall,Conference USA,fourthDownConversions,6
2019,Iowa State,Big 12,puntReturnTDs,0
2019,Buffalo,Mid-American,passAttempts,278
2019,Florida,SEC,puntReturnYards,68
2019,Boise State,Mountain West,thirdDownConversions,93
2019,Michigan State,Big Ten,tacklesForLoss,127
2019,Nevada,Mountain West,interceptionTDs,1
2019,Western Kentucky,Conference USA,rushingTDs,18
2019,Virginia,ACC,passCompletions,337
2019,Minnesota,Big Ten,puntReturnYards,37
2019,Notre Dame,FBS Independents,passingTDs,37
2019,Buffalo,Mid-American,rushingAttempts,659
2019,Wyoming,Mountain West,kickReturnYards,305
2019,LSU,SEC,games,15
2019,Texas A&M,SEC,rushingYards,2069
2019,Arkansas,SEC,totalYards,4081
2019,Colorado,Pac-12,kickReturnYards,480
2019,Wisconsin,Big Ten,puntReturns,32
2019,Eastern Michigan,Mid-American,fourthDowns,25
2019,Texas State,Sun Belt,totalYards,3814
2019,UCF,American Athletic,rushingYards,2909
2019,South Alabama,Sun Belt,kickReturnYards,712
2019,Michigan State,Big Ten,interceptionTDs,1
2019,USC,Pac-12,fourthDownConversions,6
2019,Texas A&M,SEC,puntReturnTDs,0
2019,Arkansas,SEC,thirdDowns,166
2019,Louisiana Tech,Conference USA,passesIntercepted,17
2019,Northern Illinois,Mid-American,kickReturnYards,133
2019,Toledo,Mid-American,kickReturns,46
2019,Notre Dame,FBS Independents,games,13
2019,Texas,Big 12,rushingYards,2295
2019,South Carolina,SEC,fourthDowns,27
2019,Virginia Tech,ACC,rushingAttempts,565
2019,Nevada,Mountain West,kickReturnYards,645
2019,Florida State,ACC,kickReturnYards,483
2019,Tennessee,SEC,rushingAttempts,462
2019,Kent State,Mid-American,tacklesForLoss,95
2019,Oregon State,Pac-12,interceptionTDs,1
2019,Illinois,Big Ten,rushingYards,1845
2019,Kansas State,Big 12,interceptionYards,128
2019,Washington,Pac-12,interceptions,8
2019,Florida Atlantic,Conference USA,thirdDownConversions,80
2019,Baylor,Big 12,fourthDownConversions,6
2019,Coastal Carolina,Sun Belt,totalYards,4725
2019,Virginia Tech,ACC,kickReturnTDs,0
2019,Louisiana Monroe,Sun Belt,rushingTDs,29
2019,Wake Forest,ACC,sacks,36
2019,Auburn,SEC,rushingYards,2591
2019,Texas State,Sun Belt,kickReturnTDs,0
2019,Ohio,Mid-American,interceptionYards,23
2019,Boston College,ACC,kickReturnTDs,0
2019,Arkansas State,Sun Belt,fumblesRecovered,10
2019,Utah,Pac-12,sacks,40
2019,Purdue,Big Ten,interceptions,15
2019,Northwestern,Big Ten,thirdDowns,193
2019,Clemson,ACC,thirdDownConversions,80
2019,UNLV,Mountain West,passesIntercepted,9
2019,New Mexico State,FBS Independents,fourthDownConversions,16
2019,Ole Miss,SEC,netPassingYards,2328
2019,Northern Illinois,Mid-American,kickReturns,19
2019,Miami (OH),Mid-American,passCompletions,183
2019,Maryland,Big Ten,firstDowns,201
2019,Florida State,ACC,passAttempts,432
2019,Florida,SEC,kickReturnTDs,0
2019,Liberty,FBS Independents,firstDowns,289
2019,LSU,SEC,thirdDowns,183
2019,Florida International,Conference USA,interceptionTDs,1
2019,Hawai'i,Mountain West,kickReturns,52
2019,NC State,ACC,rushingTDs,14
2019,Texas A&M,SEC,kickReturnYards,431
2019,Arkansas,SEC,thirdDownConversions,55
2019,Boise State,Mountain West,passesIntercepted,9
2019,UT San Antonio,Conference USA,kickReturnTDs,0
2019,North Carolina,ACC,fourthDowns,23
2019,Kentucky,SEC,rushingYards,3624
2019,Duke,ACC,fumblesRecovered,15
2019,Syracuse,ACC,rushingYards,1848
2019,Appalachian State,Sun Belt,passingTDs,30
2019,Washington,Pac-12,fumblesLost,6
2019,Connecticut,American Athletic,penalties,74
2019,Utah State,Mountain West,kickReturnTDs,2
2019,Michigan,Big Ten,fumblesLost,11
2019,Texas,Big 12,possessionTime,24006
2019,Memphis,American Athletic,tacklesForLoss,100
2019,Mississippi State,SEC,fumblesLost,13
2019,Washington,Pac-12,games,13
2019,Troy,Sun Belt,netPassingYards,3758
2019,Appalachian State,Sun Belt,fourthDownConversions,14
2019,Kansas,Big 12,penalties,66
2019,Michigan State,Big Ten,puntReturns,27
2019,Maryland,Big Ten,turnovers,21
2019,Texas A&M,SEC,firstDowns,287
2019,Central Michigan,Mid-American,totalYards,5461
2019,Virginia Tech,ACC,passAttempts,317
2019,USC,Pac-12,netPassingYards,4365
2019,Colorado,Pac-12,puntReturns,10
2019,Texas,Big 12,turnovers,14
2019,Oklahoma State,Big 12,penalties,67
2019,Missouri,SEC,rushingYards,1820
2019,Oregon State,Pac-12,sacks,50
2019,Houston,American Athletic,possessionTime,22289
2019,Eastern Michigan,Mid-American,puntReturnTDs,1
2019,Alabama,SEC,penalties,95
2019,California,Pac-12,kickReturns,29
2019,UT San Antonio,Conference USA,tacklesForLoss,117
2019,Rice,Conference USA,passAttempts,320
2019,California,Pac-12,penaltyYards,544
2019,Colorado,Pac-12,rushingYards,1804
2019,Georgia Southern,Sun Belt,games,13
2019,Ohio,Mid-American,puntReturnTDs,0
